,Author,ID,Rating,Review
12,Dennis+Schwartz,22251,0.2,hollywood adaptation play rarely come much worse b one kind way put otherwise say film could reason say acting better film could problem film start casting two main actor screen film actress result talent part teenager nt whatever strength take least nt point career cast part voice make girl voice god eye richard played future king one stupid martin comedy good casting either ridiculous camera wrong film nt understand one nt meant comedy story emotional appeal power seemed like shot filmmaker idea get scene real passion performer story passion one none part director anyone great filmmaker could make type film surprise audience film film critic back wanted know masterpiece passion would seen quality story version capture power story story mean much many long time story people interested vision scene favorite worth seeing film thing like get god film much filmmaking worst well really believe god choice voice head great actor like john small role maybe could played king dog would film never made seem like anything death always seen story power style take one line film say always know right hear voice
13,Dennis+Schwartz,23721,0.2,everything conversation seemed forced make loud scene rather present case tell even older whose reaction reply quite woman movie though minute show problem feeling film head road chance story taken seriously difficult watch talented performer saying opera could interesting film woman become woman sex hand capable fine actress performance first sex one brief scene powerful enough film director well
14,Dennis+Schwartz,24276,0.2,best tv film acting flat direction dialogue reading line made film going clever plot made interesting least enough watching could see case working usual stuff except film never sense romance seemed question two star seemed like even touch end everything seemed production never life would version mistake mood see would seeing one especially woman
15,Dennis+Schwartz,25097,0.2,gone theater second two hour remake film gone original film everything else seen year must seemed deep comparison hard get moral car film bad film particularly one production come stand value success box office probably film though little worst film matter audience make coming script made sense cast nothing instead car put display given girl name everything story kept violence sex become major point film action begin right opening credit film becomes watching includes james scott none least bit interesting funny seems film much later film line basically story dialogue action like shot editing director use action sequence everything film seemed ridiculous could taken point film moral presented would let much weak hear say well life guess thing brother going let go get change mind wish go job director go work body never another film film die slow death box office film like would become like
16,Dennis+Schwartz,25119,0.2,last film made dull film tv stage set emotion story done seemed like figure nt surprise film rarely seen even producer probably happy love film making short subject film film son film made film shot style come later together made film liked much thought also made might best film made period made seem like wish never even also took made seem merely mr nice guy anything else found difficult film find anything director trying go back film style could nt even come close film best film feel see film good bad
17,Dennis+Schwartz,25673,0.2,one film feel saw character appear bad seem good seem seem film direction sense want say except look good like hope feel good movie kind see anything summer long film move fast everything film relationship feature felt like type would ever want told way get like role adult joke try give film heart seem top dream film created formula film time without fresh music script rare comic book involved used seems one place trouble hardly anything film made sense like see try anyone dead film intelligence actor could hope come film like credit probably look film pg rating despite image sex scene audience might appealing nt movie sure nt
18,Dennis+Schwartz,25799,0.2,one special effect film away human character human house house star film actor horror story little recommend nt well offer result special effect date film anything else real horror thriller far better film version one actually one done robert director film de story character way making silly theme movie special effect man ca nt make film house hollywood style house something would house becomes central focus film stay away trying look seeing beginning end quickly set film purpose except stupid since thriller never went show stage set created one could go room room animated hand coming effort make disney fantasy picture film horror show see house film get laugh never intended get house think really long one lost interest laugh kind well film laugh come know seen bad film
19,Dennis+Schwartz,26295,0.2,simple message film one never debut feature make matter worse ca nt get cast stop camera comedy character interesting idea good could developed story one trying force someone night live satire routine enough story released movie watch kind minute seemed watching film probably going also making sexual point going overthetop character anything cartoon figure never funny stuff bad script made unbearable performance boy sight neither comedy one film film made role making believable rich girl know well also know nt go parent take away stand film loud set girl room boy blue color one good film trying get laugh first half film start take seriously theme really message everything seemed going thought role comedy part film screen give affair life seemed film telling joke audience believe problem joke long time could nt film end going make b movie take overthetop performance make funny take film art let film hilarious funny
20,Dennis+Schwartz,26341,0.2,another film director big never saw film nt film case go beyond cute little tale see someone another personal someone nt especially one word film make anyone could film weak purpose story watch give seemed get period time film also make attempt show anything character except telling tv news might tell someone remains bland film conclusion throughout film beyond point belief nothing film say made sense top comedy attempt comedy frank used make social film like theme long played nt would still making film like found last particularly since film say merely go real know physical nature serious seeing nothing fantasy film even fantasy film make feel good problem show would go away get someone anyone meant likable film like music meant sort music case effort nt worth trying bland effect trying say something film made character whose problem surface deep way hard see film something look film would someone long
21,Dennis+Schwartz,26402,0.2,director gone style substance film war word scene gore film clear action film protagonist three concerned image talking someone nt taste getting film nothing say physical violence one villain ca nt seem die direction meant camera shot capture violence director color scene blue film reading fun film opening scene watching two film much fun watching someone get hit head
22,Dennis+Schwartz,26462,0.2,romantic comedy appealing average tv special kind stuff seen made silly idea love think funny film beauty star play touch ca nt get look alone predictable story wonderful mother story smile audience u see shot somehow look ridiculous got face best say picture sex film without even nudity sex opinion worst film delivers say nt see ca nt tell motion problem show get big come taking tv scene bad scene tv one intelligence sure ending anyone tell way together break done sense truth humor film might well made guy film nt look feel like film type film like film like film charming dull box office
23,Dennis+Schwartz,27176,0.2,filmmaking film project film end day thriller feature script director star past make film dumb funny least bit entertaining film trouble action sequence purpose even entertainment value story value movie final time trying tension year put get like film might even think viewer eye got away film become classic used film school make horror film highly recommend seeing purpose
24,Dennis+Schwartz,27366,0.2,title taken writing life nt one thing relationship melodrama felt film look familiar went ground performance much script work script weak joy direction made weak script even tell story without action could nt becomes question know best fight predictable sweet ending come life feel reality everything seemed course result ending showing heart always right place went wrong way one film want theater film showing
25,Dennis+Schwartz,27820,0.2,film every character everything story easy make fun villain feel film even merely lover sweet thing found much film though cinematography cast sit gag waiting come end even come engaging recent film life dog house could nt pull tale without film got oscar best picture show kind film hollywood fall love much without getting taking
26,Dennis+Schwartz,27838,0.2,one good idea suspense thriller fine cast production character lost look eye wonder must realize look film ending film set theme never fully depth story life hour film open showing one version version show different result film show one change either run right hardly fresh premise done right film could worth effort even many film done theme movie play time obvious way plot
27,Dennis+Schwartz,27962,0.2,le routine thriller bad guy add nothing situation every character story line tv show feature film acting cinematography ca nt think one thing liked film
28,Dennis+Schwartz,28340,0.2,one film ever seen one stupid film two thing film film film fan count member
29,Dennis+Schwartz,28418,0.2,melodrama around setting scene never film stupid woman woman result boring film end conclusion whose heart lie film appears one big almost chance real love thinking smart enough would nt know happy ending finally make smart film got could never get director williams directed tv show us material novel keep everything dumb
30,Dennis+Schwartz,29411,0.2,style filmmaking made way classic nt pretty time go way bland production version three popular whose american attempt van cinematic joke air end result dull jones bad story simple could screenplay director peter end day wanted western filmmaking style one problem reality film taken lead western one high die hard way around little action film maybe ten minute five scene action film production action sequence know scene picture nt use light century overall flat production rating good memorable film average hit miss many level awful mpaa rating pg13
31,Dennis+Schwartz,29423,0.2,review picture hollywood another classic adaptation novel strong action weak drama art century filmed set costume dark editing filled cut bland totally acting skill impressive american beauty seems like movie cinematic time
32,Dennis+Schwartz,29480,0.2,movie made enjoy bad film teen movie social entertainment value also fails message social film film might provide viewer like looking film end question kid kid go question make film like film real
33,Dennis+Schwartz,29517,0.2,one film ever offer hollywood silly red country looking every cover realize dumb war film try plot actually word god throughout review one really bad film entertainment value show country use way life one might red film time last message heard one god done well good nt world would job would run message exactly filmmaker u believe thing look world message come different red movie made another want work necessary classic sense must see ca nt believe bad film really bad
34,Dennis+Schwartz,17185,0.3,life film showing side beautiful see crime problem country film first half movie showing everything touch complete long hollywood comedy comic effect expression come way funny way look u look camera showing u feeling nature u natural picture work setting film piece comedy go aspect story change approach seeing film longer content see fire director also try bring romance story far concerned film capable point story becomes different film one situation another keep story subject film nt know want suspense romance comedy still act expression result everything becomes ridiculous laugh situation seem forced romance suspense best found film effort comedy result film le showing side side seen screen think first time director trying come many different twist story hero film likable story line thin comic effort successful first part film end film effort comedy
35,Dennis+Schwartz,17243,0.3,rather romance film subtle see plot away film single reason successful match energy career nothing new type film done often better many time film documentary sense film stuff least best could actor director easy like see take place hear told expected well end well piece come screen better storyline dialogue actually bad trying seemed thing would actually say situation
36,Dennis+Schwartz,17255,0.3,nt love even word nt make sense find soon wife love one end looking quite like john film look seems written someone thought would cute keep key part story result film actor involved make seem like even much real word story nt nt seem original script real film say least even ending film feel like film however entertaining mostly character nothing could fully example made sense think well enough let still nt know three many thing movie either nt add willing except anything go story line come worked comic reaction heavy also thought excellent job brief screen attention move humor without film would taken serious trying willing audience
37,Dennis+Schwartz,17713,0.3,movie filmmaking reality real scene going seemed tell year history part state period war period best scene one used opening scene see particular reason used throughout film time gave life film needed film find humor characterization individual understand political still found made heavy manner funny memorable scene animal running example another obvious piece along filmmaker country done amount time becomes see every image theme film completely excellent skill director performance two male lead part world news problem draw u war century conflict end century problem still could nt film end
38,Dennis+Schwartz,17761,0.3,romance believable long story stuff animated george first half film everyone showing thing two country film romance political neither one george thing highly emotional person head better person loved made little bit bad adventure expect really something say get back home really nt bad film flat pleasant watch quite giving role tone moment story seemed something important say would best present cause end film never convincing probably hard nt learn anything new political situation nt know everything seemed like political film film
39,Dennis+Schwartz,18156,0.3,well might work film know might part plot break musical give world music give formula film nature past thinking easily could theme film film idea picture great filmmaker needed moral story around whether believe one good world genuine necessary one interesting question could plot nt film nt make almost unbearable
40,Dennis+Schwartz,18227,0.3,first problem film title since one single thing film understand title come enough whose idea script film feeling made sense keep title life would appropriate le title shot film almost like straight documentary using lot long nothing much screen cinema style except sound life life bunch nothing play car world fit society state though kid film nothing happens dialogue make u something said must heard nt want miss soon learn nothing said likable even watching film easy mind think waste time point one get watching around nothing end feeling major problem society seem one single answer kind film might see get told point seeing story since would documentary feature movie drama viewing fit society put young man easily one person could film trying told perspective kid needed moral value certainly make case answer make sense
41,Dennis+Schwartz,18447,0.3,movie make today even dead place still room anything subtle get story ground type film like one political everything seen child eye thing could nt subtle maybe subtle maybe meant film story lost american film nt give chance see country see look new would really difficult make film flaw would nt tell problem nt understand especially since seemed like kind man since might problem school lot child poor might taken away reason making film first place film made state theme could state theme got filmmaker pull cinematography shot director make one left kind point filmmaker making one could feel good version old hollywood standard formula work audience every chance get quickly fall eye cover bad news come way time see appear film trying say see must problem nt guess point made girl live father director background family manner fails convincing portrayal could done form father seen true never everything hand god belief strong would even take piece display moral simple thing life film really trying say film fall face make seem real place child everything shown really fine despite appears fine rich people bad nice school necessary poor make sad worst thing world sometimes difficult understand
42,Dennis+Schwartz,18987,0.3,story opera style heart could feel steven script add bit conflict story relationship took care little conflict point film comedy music break like someone make match film could nt move familiar storyline purpose try get two nice people ca nt find romance together film conclusion predictable happy ending family back guess really ca nt way film moving along lot shot impact story least audience would appreciate seeing romance woman picture thing film made pleasant viewing nothing really get pretty nice one day gone also problem similar real life situation many american film add new problem kind end happy note emotional level needed sense drama result nothing special film recommend anything particularly
43,Dennis+Schwartz,19043,0.3,nt bad film much one taken thin story writer john screenplay robert directed director robert mr long never directed thriller quite like one show film talent probably lie genre thing movie complete energetic cast took formula story seriously fine job going might capable actor scene film job thriller first minute movie give away plot attention long obvious setup situation result tension taken film beginning reason seeing rest film become watching well actor could work without story best part movie watching take place know little story except setting mood certain nt away film far could tell particular character development player intense drama taking place new felt one story found trying figure story sure film becomes actor studio character acting supporting role robert appears likable one film playing make film would better nt thin story telling
44,Dennis+Schwartz,19313,0.3,film written directed look feel film recent time hard tell film might well made hollywood home debut film director tell personal story heavy new accent young adult tale could see character see different story old news among bit moving enough emotional experience intelligent enough film limited story line despite performance star film title film paul really nothing anything film lot thing film nt make sense life make difficult feel nothing seen far like stupid story predictable anything would expect happen energy anything film keep interesting though could future star intensity look
45,Dennis+Schwartz,19439,0.3,difficult fall love material thing like except played playing john score plot directed trying experience try figure director trying say made think story worth telling century society love music love shown involving hand different country made tale cliche make could writer director thinking hard believe made two short film scene western culture book musical done left except story got costume right event film lost tedious much chance ever probably wanted show message music brings world culture kind people would enough perhaps film could music presented would left big enough film could least worth seeing reason supposed get worked war would perfect entire film one person movie enough depth could get involved care late date material long since nt make sense one walk away feeling every director writer made film wrong one make film seem worse usual hollywood film presented art film draw audience see film done kind subtle humor offer story dialogue pretty costume high production story film art see wonderful
46,Dennis+Schwartz,20094,0.3,one thing becomes little feel comedy effort type comedic fall flat film scene dialogue get trying say something heavy image making movie really saying little city easy look beautiful color street come surprise since film city way contrast old city modern taking side one like better great filmmaker de make film use question conversation seems forced mood film nevertheless good idea value older film main point need god nt see much story somewhat would find anything interesting
47,Dennis+Schwartz,20198,0.3,three film somewhat thriller take place even occasionally intriguing come turn routine hollywood stuff result film waste acting job scott mystery audience saw exactly hardly story getting solid acting job lead script call white house make film rather weak purpose yet film hand someone else director could certainly level though one would nt far wrong thinking already level
48,Dennis+Schwartz,20218,0.3,film everyone one found wonderful child manner almost film like family everyone nice without make almost watch answer god pretty stuff age way sometimes smart kid maybe another film road part film final could nt film next one sense came like though look script director better nice family picture room hollywood bad nothing even say death child school matter god family good word yet film meant well message heart right place want see something without one
49,Dennis+Schwartz,20332,0.3,like old woody allen material always given opening filmmaking detail editing plot film depth could funny nt except brief far without credit really much said could subject matter obvious woody make film deal love belief right mostly matter woody allen play woody nt work well funny got woody voice look part ca nt really part nt way woody played scene probably would funny seemed flat give question think really something shot film end begin word help film idea put story together seemed flat indeed need help none main character cast right especially way matter woody thought needed energy making character appear funny joke film far could feeling story woody last film
50,Dennis+Schwartz,20366,0.3,good son directed lot film awful could see except made directed predictable drama heavy hand moving start interesting premise bad script follow premise film found director lack like really person involved making film character instead mainly two boy film sense direction simple premise change question take edge made director answer think audience want seems predictable formula film instead one filled energy attempt soul lost series obvious watch bad director thing good idea intense le make story get bad reason scene made sense point story one intelligent question fails would make want go back right mind would believe saying easy reason hero usually nt know going hero right moment case seen approach difficult might say think people would choice least scene actually thought good acting melodrama convincing portrayal someone going edge wonder many would go back also wonder good film could hand even modern director martin picture move seemed turn story
51,Dennis+Schwartz,20513,0.3,passion cinematographer cast never film always found seen film since particularly passion film love art filmmaking slightly eye still nt like style story dialogue miss often hit mark thought well work cinematography film within film manner film scene making good use film using work story director trying make film producer want film story made film something love showing love something keep one life war class say moment deep sometimes love nt like intriguing thought though exactly sure mean thought like make keep coming back see film one basic cinema make sound done film think course though idea making film passion idea sometimes result find premise film enough feel promise
52,Dennis+Schwartz,20634,0.3,noir film shot lack acting ability cast crime joke crime nt even make news nt seem like actor appear nice person long run might better nt help film film could used something crime drama go never made clear except might type hero among many make scene best memorable one film
53,Dennis+Schwartz,20671,0.3,comedy funny ridiculous get story pace le funny seems never edge seems like drama characterization day home become enjoy film ca nt get bizarre tale say much everyone make romance good brother feel like film two believable lover saw also murder plot funny becomes involved becomes joke go long film end many scene could nt ridiculous film going somewhere opening premise seemed get tell story film really life despite make one interesting character lesson director take away effort dark humor one scene movie class see go still good scene even still clear feeling felt rather love director wanted u believe film might place nt count word film along fast pace nt much think might thing would consider date movie concerned nt try road death case since nt road try something new felt like old stuff always place nt enough appreciate
54,Dennis+Schwartz,21031,0.3,place except film one come value never back still value traditional family change film become need individual fairly predictable happen two realize tv world film go satire take filmmaker change result interesting people special effect start taking color film begin look something wrong way cute idea film fact boring felt obvious general society new idea presented film make really think issue film would filmmaker saying nt film society list film would high looking past point new age film really feel good type nothing basically film new ground break idea past present telling truth neither past present film trying say must social hero take chance change time nt premise nt seeing anything film character development come real book act experience kind made genuine problem found tv today another culture trying cute know okay fine keep one film past future instead becomes film like parody mean another film real problem brings
55,Dennis+Schwartz,21702,0.3,predictable social drama every character every major event one everything could audience way go get good belief nt get wrong make boring picture good thing film theme family problem friend success problem problem young man relationship social male woman love need many theme one film filmmaker problem ca nt make long list problem interest film nt enough problem come take go name see go humor try name come thing film ca nt make mind stand major issue brings film end nt know feel romance certainly break family life give hope scene nt clear anything fact nt learn anything except see time film actor whose face ability film sense person something long filmmaker nt even attempt play fair story told totally point view others around character part made appear guy good probably true filmmaker think film nt power say anything important nt heard many time take worst thing film able make story culture wife come life one another best thing say art house type film one bland hard tell nothing get worked people western country better living big deal sure one thing filmmaker pull film
56,Dennis+Schwartz,22009,0.3,title film know part storyline attempt type film using city new background murder tale one hand money go money follow along forced conversation way humor script plot series tell story one conversation many recent genre film reading jim crime novel killer already read main conversation book say one plot murder mystery nothing seems nothing fresh plot character though one case could made charm sex appeal film plot twist effort nt worth storyline plot twist could hold somehow film first time director entertainment value feel attempt keep one happen next nt turned little good story seemed like
57,Dennis+Schwartz,22052,0.3,worked well part film dead body came story everything film woman long charm welcome screen film conclusion tension purpose seemed effort simply hour brought film point comic much needed film lack character study sense black comedy film still somewhat least far murder go certainly ca nt person everything get film end though minute late far concerned might likable film viewer plot character study film brought two none actor bad bad none memorable one film easily
58,Dennis+Schwartz,22173,0.3,created color film great title story acting production kind film played serious manner could nt help either bad nt take film seriously likely better reaction something something deep political satire film take love something gone last year hero say must feel like never show even could go special effect scene woman alien thin air mood something see film would hand could much one could hit funny case silly mood saw bad thought would
59,Dennis+Schwartz,22373,0.3,much made comedy novel george point made satire money everything point every aspect story get hear story quickly make point might novel seems people thinking next shakespeare spend time living nt would much fair enough point made story point quality could viewer heart even scene making everything look nice something ca nt also somehow point art much common little difference end message got art film living kind life make movie value instead becomes movie end value final message one one hard enough found wit portrayal likable charm relationship script find anything say make satire get better feel trying reading book seeing film
60,Dennis+Schwartz,22641,0.3,excellent example classic bad movie coming genre one funny without funny little never get add story story film could seen way typical teen flick movie comedy horror genre serious question anything seems money made one could certainly used much script better actor somehow got laugh flick good enough film never go style bad never style first place film released bill
61,Dennis+Schwartz,22688,0.3,four rather flat horror story wonderful title would think old man would tell something important idea never really film instead melodrama hand someone capable good story instead killer seeing head tell story give one nt mean bad film nt life best thing said made somehow actor actor could done anything line never
62,Dennis+Schwartz,23046,0.3,level film dialogue special effect tale tone seems ca nt go good film seen worse much worse somehow film film liked fan either lee peter likely appreciate lee performance
63,Dennis+Schwartz,23077,0.3,lie become theme film necessary people especially since people live life could use little thing people also lie feel thing think make feel better director known make film act satire find film acting scene scene telling story love audience hear good cry seemed audience face director film parody need people hear great story whether true might good idea film one romantic story never across film never able point trying make instead looking good could nt art good passion found star idea film one ca nt live without one life idea never fully look one film one play art house something
64,Dennis+Schwartz,23227,0.3,story predictable likable leaf one film us material make point yet almost totally sex formula ca nt help well film surprise people seem like problem film thinking feeling film age like lot film look good year thought entertainment value never gave seeing something full even
65,Dennis+Schwartz,23319,0.3,living modern noir film use familiar plot device genre usually used instead entire film one character reaction run type role usually played man film might trying find going interested line said anyone film said thing always seem dialogue film story impossible today world everything one different mood usual type film film performance nt find film seemed acting hard look end film nt know much beginning film looking possible film might director least original usual see late also trouble reading opening credit video film pleasant film watch violence seemed feel film seeing violence much like reading tragedy
66,Dennis+Schwartz,23355,0.3,one joke movie quickly run humor soon becomes comic situation turn ridiculous funny star effort like de chance film silly premise dialogue absolutely want part much film early humor story place go joke quickly pacing film film sight gag culture many type joke many routine seen film scene nt funny believable nt think director end satire film way b joke might even seem late night film nt involving enough work drama laugh film delivers de good eye parody best thing film seems add light touch comedy supporting role bit thought de cry television thinking much like situation
67,Dennis+Schwartz,23465,0.3,trouble part performance punch could nt make interesting role story told english nt comedy whole point film long trying study family series including three young child film never get old problem trying without film problem seemed everything seemed film flat hard care except obvious reaction one get seeing poor seemed different beginning film end filmmaker job director along screenwriter jones make want care instead made feel feel anything interesting adaptation frank book might make matter even worse long film running time seemed go almost film portrayal throughout every little piece work art work film look nothing much going happen except event frank somehow come almost seems family film good supposed nt read nevertheless made film nothing really life story make good film seem better one exception
68,Dennis+Schwartz,23518,0.3,love message theater much like shakespeare love film nevertheless manages somewhat storyline amusing comic moment uneven drama easy going character story try second memorable performer theater critic play part showing scene work give story needed life film film nt hold well life theater get within film story going back detail latest romance player strange love theater romance play romance film one real life romance easily charming difficult role director play part make good use play film seemed film new ca nt see general audience taking theater film made mostly love know go behind scene theater effort film production
69,Dennis+Schwartz,23544,0.3,best part film capture feel part dull film nothing say soon welcome story character end film character director making debut successful career casting director seems interested getting music heard bizarre telling story piece far many character really get know many plot development keep interest everyone scene reason tale tell get want even like dog film almost go look feel time try film relationship way need question got screen time love people felt really story one interesting character film could gone new year interesting people
